,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,vmux-med,1,1,read,428.25991016198066,236.0,2451.0,66119.0,,
1,2,4,-1,vmux-med,1,1,update,489.5011026783677,233.0,2539.0,65749.0,,
2,2,4,-1,vmux-med,1,1,overall,,,,,61053.0,2159.893862709449
0,2,4,-1,vmux-med,1,2,read,593.1637192378419,233.0,2565.0,51118.0,,
1,2,4,-1,vmux-med,1,2,update,591.3540572324579,231.0,2597.0,51020.0,,
2,2,4,-1,vmux-med,1,2,overall,,,,,61017.0,1673.926938394218
0,2,4,-1,vmux-med,1,3,read,623.4695359200086,226.0,2497.0,46005.0,,
1,2,4,-1,vmux-med,1,3,update,695.6628396813271,225.0,2439.0,45815.0,,
2,2,4,-1,vmux-med,1,3,overall,,,,,61031.0,1504.4813291605906
0,2,4,-1,vmux-med,1,4,read,505.9435016217279,217.0,2511.0,61046.0,,
1,2,4,-1,vmux-med,1,4,update,484.3695363369471,210.0,2379.0,60971.0,,
2,2,4,-1,vmux-med,1,4,overall,,,,,61021.0,1999.5903049769752
