,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,vmux-med,0,1,read,287.2312704772161,340.0,2513.0,109573.0,,
1,2,8,-1,vmux-med,0,1,update,263.0754001531338,331.0,2353.0,109708.0,,
2,2,8,-1,vmux-med,0,1,overall,,,,,61021.0,3593.5333737565757
0,2,8,-1,vmux-med,0,2,read,453.603936430656,353.0,2611.0,72299.0,,
1,2,8,-1,vmux-med,0,2,update,380.1746156389486,346.0,2577.0,72588.0,,
2,2,8,-1,vmux-med,0,2,overall,,,,,61040.0,2373.640235910878
0,2,8,-1,vmux-med,0,3,read,446.496625674865,352.0,2635.0,66680.0,,
1,2,8,-1,vmux-med,0,3,update,462.2851736252469,344.0,2663.0,66321.0,,
2,2,8,-1,vmux-med,0,3,overall,,,,,61023.0,2179.522475132327
0,2,8,-1,vmux-med,0,4,read,377.8759407307101,353.0,2569.0,76802.0,,
1,2,8,-1,vmux-med,0,4,update,407.0683145192682,357.0,2633.0,77070.0,,
2,2,8,-1,vmux-med,0,4,overall,,,,,61024.0,2521.4997378080757
0,2,8,-1,vmux-med,0,5,read,585.4540184979921,353.0,2677.0,55033.0,,
1,2,8,-1,vmux-med,0,5,update,516.7087763298985,347.0,2637.0,55023.0,,
2,2,8,-1,vmux-med,0,5,overall,,,,,61157.0,1799.5650538777245
0,2,8,-1,vmux-med,0,6,read,545.727040715388,372.0,2667.0,50546.0,,
1,2,8,-1,vmux-med,0,6,update,652.7008979785593,375.0,2817.0,50558.0,,
2,2,8,-1,vmux-med,0,6,overall,,,,,61076.0,1655.380182068243
0,2,8,-1,vmux-med,0,7,read,501.90255026658957,369.0,2709.0,62268.0,,
1,2,8,-1,vmux-med,0,7,update,471.94135439962673,364.0,2671.0,62153.0,,
2,2,8,-1,vmux-med,0,7,overall,,,,,61161.0,2034.3192557348636
0,2,8,-1,vmux-med,0,8,read,695.0678934156284,400.0,2819.0,43421.0,,
1,2,8,-1,vmux-med,0,8,update,697.7646369485294,393.0,2897.0,43520.0,,
2,2,8,-1,vmux-med,0,8,overall,,,,,61066.0,1423.7218746929552
