,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,bridge-vhost,1,1,read,96.25184341085763,124.0,138.0,315041.0,,
1,2,8,-1,bridge-vhost,1,1,update,93.47189128520147,121.0,135.0,314511.0,,
2,2,8,-1,bridge-vhost,1,1,overall,,,,,61015.0,10317.98738015242
0,2,8,-1,bridge-vhost,1,2,read,88.8663403991863,125.0,133.0,339190.0,,
1,2,8,-1,bridge-vhost,1,2,update,86.73160829525649,122.0,132.0,339664.0,,
2,2,8,-1,bridge-vhost,1,2,overall,,,,,61023.0,11124.559592284877
0,2,8,-1,bridge-vhost,1,3,read,90.69389143254386,104.0,131.0,333728.0,,
1,2,8,-1,bridge-vhost,1,3,update,88.53016607546921,103.0,128.0,333222.0,,
2,2,8,-1,bridge-vhost,1,3,overall,,,,,61016.0,10930.73947816966
0,2,8,-1,bridge-vhost,1,4,read,88.52239647080577,102.0,129.0,340701.0,,
1,2,8,-1,bridge-vhost,1,4,update,86.84328764716219,101.0,127.0,341460.0,,
2,2,8,-1,bridge-vhost,1,4,overall,,,,,61016.0,11180.034744984921
0,2,8,-1,bridge-vhost,1,5,read,96.04867561332415,116.0,132.0,315127.0,,
1,2,8,-1,bridge-vhost,1,5,update,93.35341754925932,114.0,129.0,314509.0,,
2,2,8,-1,bridge-vhost,1,5,overall,,,,,61014.0,10319.533221883503
0,2,8,-1,bridge-vhost,1,6,read,89.62003522690358,107.0,130.0,335539.0,,
1,2,8,-1,bridge-vhost,1,6,update,87.5888311488232,105.0,127.0,337528.0,,
2,2,8,-1,bridge-vhost,1,6,overall,,,,,61023.0,11029.726496566867
0,2,8,-1,bridge-vhost,1,7,read,90.28161793986365,125.0,137.0,336502.0,,
1,2,8,-1,bridge-vhost,1,7,update,87.80895165236487,122.0,139.0,335156.0,,
2,2,8,-1,bridge-vhost,1,7,overall,,,,,61024.0,11006.456476140535
0,2,8,-1,bridge-vhost,1,8,read,95.9103214675361,113.0,132.0,315304.0,,
1,2,8,-1,bridge-vhost,1,8,update,93.5685944653012,110.0,129.0,315645.0,,
2,2,8,-1,bridge-vhost,1,8,overall,,,,,61015.0,10340.883389330493
