,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,bridge-vhost,0,1,read,91.06598663065293,118.0,133.0,331355.0,,
1,2,4,-1,bridge-vhost,0,1,update,89.31526295300434,116.0,131.0,331371.0,,
2,2,4,-1,bridge-vhost,0,1,overall,,,,,61008.0,10862.936008392342
0,2,4,-1,bridge-vhost,0,2,read,93.65760633613257,123.0,136.0,322468.0,,
1,2,4,-1,bridge-vhost,0,2,update,91.88811479865198,121.0,134.0,321955.0,,
2,2,4,-1,bridge-vhost,0,2,overall,,,,,61020.0,10560.848901999345
0,2,4,-1,bridge-vhost,0,3,read,87.8641760526973,110.0,130.0,344306.0,,
1,2,4,-1,bridge-vhost,0,3,update,86.03970453791104,107.0,127.0,343462.0,,
2,2,4,-1,bridge-vhost,0,3,overall,,,,,61015.0,11272.113414734082
0,2,4,-1,bridge-vhost,0,4,read,85.84739309310929,122.0,131.0,352199.0,,
1,2,4,-1,bridge-vhost,0,4,update,83.788518581657,120.0,129.0,351960.0,,
2,2,4,-1,bridge-vhost,0,4,overall,,,,,61015.0,11540.752274030976
