,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,16,-1,bridge,0,1,read,132.0639107223594,166.0,205.0,230024.0,,
1,2,16,-1,bridge,0,1,update,128.7043936089801,163.0,206.0,230198.0,,
2,2,16,-1,bridge,0,1,overall,,,,,61017.0,7542.520936788108
0,2,16,-1,bridge,0,2,read,119.57434472334513,147.0,166.0,254053.0,,
1,2,16,-1,bridge,0,2,update,116.06729088688235,144.0,163.0,254611.0,,
2,2,16,-1,bridge,0,2,overall,,,,,61014.0,8336.84072507949
0,2,16,-1,bridge,0,3,read,125.19783612884683,154.0,176.0,243545.0,,
1,2,16,-1,bridge,0,3,update,121.43901644616139,149.0,172.0,242549.0,,
2,2,16,-1,bridge,0,3,overall,,,,,61019.0,7966.272800275324
0,2,16,-1,bridge,0,4,read,123.54446398189529,157.0,207.0,245682.0,,
1,2,16,-1,bridge,0,4,update,120.22759086269231,154.0,214.0,245893.0,,
2,2,16,-1,bridge,0,4,overall,,,,,61016.0,8056.493378785893
0,2,16,-1,bridge,0,5,read,122.08108476096655,150.0,174.0,249714.0,,
1,2,16,-1,bridge,0,5,update,117.90114664283338,146.0,171.0,249511.0,,
2,2,16,-1,bridge,0,5,overall,,,,,61024.0,8180.797718930257
0,2,16,-1,bridge,0,6,read,123.34736418576486,152.0,174.0,246053.0,,
1,2,16,-1,bridge,0,6,update,119.88962644483149,149.0,171.0,246309.0,,
2,2,16,-1,bridge,0,6,overall,,,,,61018.0,8069.127142810318
0,2,16,-1,bridge,0,7,read,118.15362019470548,150.0,187.0,254641.0,,
1,2,16,-1,bridge,0,7,update,115.40865890644857,147.0,186.0,256522.0,,
2,2,16,-1,bridge,0,7,overall,,,,,61029.0,8375.739402579102
0,2,16,-1,bridge,0,8,read,122.39125879599709,152.0,185.0,249119.0,,
1,2,16,-1,bridge,0,8,update,118.07846606249524,148.0,181.0,249267.0,,
2,2,16,-1,bridge,0,8,overall,,,,,61018.0,8167.852109213674
0,2,16,-1,bridge,0,9,read,145.49964985322615,195.0,249.0,208484.0,,
1,2,16,-1,bridge,0,9,update,142.58233480535299,192.0,247.0,208557.0,,
2,2,16,-1,bridge,0,9,overall,,,,,61025.0,6833.936911102008
0,2,16,-1,bridge,0,10,read,120.50316102936493,153.0,173.0,251184.0,,
1,2,16,-1,bridge,0,10,update,117.54203697542893,150.0,170.0,252492.0,,
2,2,16,-1,bridge,0,10,overall,,,,,61012.0,8255.359601389891
0,2,16,-1,bridge,0,11,read,123.9947285486858,153.0,174.0,246232.0,,
1,2,16,-1,bridge,0,11,update,119.53462508879798,148.0,169.0,244938.0,,
2,2,16,-1,bridge,0,11,overall,,,,,61020.0,8049.328089151098
0,2,16,-1,bridge,0,12,read,114.53548750647651,143.0,163.0,264417.0,,
1,2,16,-1,bridge,0,12,update,111.53604535298025,140.0,160.0,264944.0,,
2,2,16,-1,bridge,0,12,overall,,,,,61020.0,8675.204850868568
0,2,16,-1,bridge,0,13,read,125.89710564578245,155.0,188.0,242783.0,,
1,2,16,-1,bridge,0,13,update,121.00961007036386,150.0,187.0,242454.0,,
2,2,16,-1,bridge,0,13,overall,,,,,61020.0,7952.097672894133
0,2,16,-1,bridge,0,14,read,121.86511829197923,154.0,183.0,249552.0,,
1,2,16,-1,bridge,0,14,update,118.48271645165313,150.0,179.0,248589.0,,
2,2,16,-1,bridge,0,14,overall,,,,,61024.0,8163.034216046146
0,2,16,-1,bridge,0,15,read,118.97256657841457,149.0,170.0,256840.0,,
1,2,16,-1,bridge,0,15,update,114.02391896823487,145.0,169.0,257578.0,,
2,2,16,-1,bridge,0,15,overall,,,,,61018.0,8430.594250876791
0,2,16,-1,bridge,0,16,read,124.74270000287522,157.0,229.0,243459.0,,
1,2,16,-1,bridge,0,16,update,121.19624898629596,153.0,230.0,242921.0,,
2,2,16,-1,bridge,0,16,overall,,,,,61022.0,7970.567991871784
