,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,bridge-vhost,1,1,read,98.16619950747615,123.0,136.0,311457.0,,
1,2,8,-1,bridge-vhost,1,1,update,93.80710860693301,118.0,131.0,310947.0,,
2,2,8,-1,bridge-vhost,1,1,overall,,,,,61019.0,10200.167161048199
0,2,8,-1,bridge-vhost,1,2,read,99.66869158878505,124.0,138.0,306020.0,,
1,2,8,-1,bridge-vhost,1,2,update,95.6997724285406,121.0,133.0,305838.0,,
2,2,8,-1,bridge-vhost,1,2,overall,,,,,61016.0,10027.828766225253
0,2,8,-1,bridge-vhost,1,3,read,103.35794695021409,129.0,153.0,294742.0,,
1,2,8,-1,bridge-vhost,1,3,update,99.53954514193563,125.0,149.0,295169.0,,
2,2,8,-1,bridge-vhost,1,3,overall,,,,,61016.0,9668.136226563523
0,2,8,-1,bridge-vhost,1,4,read,99.85130140964046,124.0,137.0,303056.0,,
1,2,8,-1,bridge-vhost,1,4,update,97.10997912536597,121.0,134.0,304676.0,,
2,2,8,-1,bridge-vhost,1,4,overall,,,,,61019.0,9959.717465051868
0,2,8,-1,bridge-vhost,1,5,read,97.46501282654856,124.0,137.0,312243.0,,
1,2,8,-1,bridge-vhost,1,5,update,93.83742970548441,120.0,133.0,311902.0,,
2,2,8,-1,bridge-vhost,1,5,overall,,,,,61029.0,10227.023218469907
0,2,8,-1,bridge-vhost,1,6,read,98.20111001131222,124.0,136.0,311168.0,,
1,2,8,-1,bridge-vhost,1,6,update,94.54924130973897,120.0,132.0,309283.0,,
2,2,8,-1,bridge-vhost,1,6,overall,,,,,61019.0,10168.160736819678
0,2,8,-1,bridge-vhost,1,7,read,94.05888489553828,121.0,133.0,323037.0,,
1,2,8,-1,bridge-vhost,1,7,update,91.417711099722,119.0,131.0,321945.0,,
2,2,8,-1,bridge-vhost,1,7,overall,,,,,61017.0,10570.52952455873
0,2,8,-1,bridge-vhost,1,8,read,99.48158248838573,126.0,139.0,305443.0,,
1,2,8,-1,bridge-vhost,1,8,update,95.99099326048551,122.0,135.0,305660.0,,
2,2,8,-1,bridge-vhost,1,8,overall,,,,,61018.0,10015.126683929333
