,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,bridge,0,1,read,106.27797693648782,128.0,142.0,285646.0,,
1,2,4,-1,bridge,0,1,update,103.33040804762538,125.0,139.0,285898.0,,
2,2,4,-1,bridge,0,1,overall,,,,,61023.0,9366.04231191518
0,2,4,-1,bridge,0,2,read,115.13949214897264,131.0,149.0,266653.0,,
1,2,4,-1,bridge,0,2,update,110.31061769578228,126.0,144.0,265001.0,,
2,2,4,-1,bridge,0,2,overall,,,,,61017.0,8713.211072324106
0,2,4,-1,bridge,0,3,read,115.34356393240073,131.0,149.0,263849.0,,
1,2,4,-1,bridge,0,3,update,111.80635613614228,127.0,146.0,263871.0,,
2,2,4,-1,bridge,0,3,overall,,,,,61018.0,8648.595496410895
0,2,4,-1,bridge,0,4,read,106.76354328987541,127.0,142.0,283646.0,,
1,2,4,-1,bridge,0,4,update,104.50951605856903,124.0,141.0,283836.0,,
2,2,4,-1,bridge,0,4,overall,,,,,61014.0,9300.848985478742
