,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,bridge,1,1,read,111.15435246636117,130.0,145.0,274534.0,,
1,2,4,-1,bridge,1,1,update,106.49531501484154,125.0,140.0,275241.0,,
2,2,4,-1,bridge,1,1,overall,,,,,61016.0,9010.34154975744
0,2,4,-1,bridge,1,2,read,106.41080389683208,126.0,137.0,285360.0,,
1,2,4,-1,bridge,1,2,update,103.65686803182251,123.0,134.0,285584.0,,
2,2,4,-1,bridge,1,2,overall,,,,,61016.0,9357.283335518552
0,2,4,-1,bridge,1,3,read,111.73801887723943,129.0,143.0,273451.0,,
1,2,4,-1,bridge,1,3,update,107.84615948509683,125.0,139.0,272828.0,,
2,2,4,-1,bridge,1,3,overall,,,,,61018.0,8952.751647054967
0,2,4,-1,bridge,1,4,read,112.04650118681803,129.0,144.0,271735.0,,
1,2,4,-1,bridge,1,4,update,108.32535742871619,124.0,140.0,272362.0,,
2,2,4,-1,bridge,1,4,overall,,,,,61021.0,8916.553317710297
