,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,16,-1,bridge-e1000,1,1,read,186.43782984363878,277.0,313.0,162956.0,,
1,2,16,-1,bridge-e1000,1,1,update,181.49832938199418,275.0,313.0,162814.0,,
2,2,16,-1,bridge-e1000,1,1,overall,,,,,61019.0,5338.828889362329
0,2,16,-1,bridge-e1000,1,2,read,183.19104538451856,276.0,314.0,166819.0,,
1,2,16,-1,bridge-e1000,1,2,update,176.7939049152359,272.0,309.0,166462.0,,
2,2,16,-1,bridge-e1000,1,2,overall,,,,,61019.0,5461.921696520756
0,2,16,-1,bridge-e1000,1,3,read,175.29481577635863,275.0,334.0,172562.0,,
1,2,16,-1,bridge-e1000,1,3,update,171.70290732362875,272.0,334.0,172633.0,,
2,2,16,-1,bridge-e1000,1,3,overall,,,,,61016.0,5657.45050478563
0,2,16,-1,bridge-e1000,1,4,read,196.98183667256131,288.0,348.0,154377.0,,
1,2,16,-1,bridge-e1000,1,4,update,190.9932967189544,284.0,352.0,154402.0,,
2,2,16,-1,bridge-e1000,1,4,overall,,,,,61024.0,5059.960015731515
0,2,16,-1,bridge-e1000,1,5,read,180.44150057778677,279.0,338.0,167882.0,,
1,2,16,-1,bridge-e1000,1,5,update,176.24100884103382,275.0,332.0,168193.0,,
2,2,16,-1,bridge-e1000,1,5,overall,,,,,61018.0,5507.800976760956
0,2,16,-1,bridge-e1000,1,6,read,182.07467694209865,281.0,344.0,166611.0,,
1,2,16,-1,bridge-e1000,1,6,update,179.1024814928777,279.0,345.0,165747.0,,
2,2,16,-1,bridge-e1000,1,6,overall,,,,,61019.0,5446.795260492633
0,2,16,-1,bridge-e1000,1,7,read,187.59848096259262,281.0,333.0,161813.0,,
1,2,16,-1,bridge-e1000,1,7,update,183.1338738760992,278.0,333.0,161936.0,,
2,2,16,-1,bridge-e1000,1,7,overall,,,,,61020.0,5305.621107833497
0,2,16,-1,bridge-e1000,1,8,read,180.74548304054537,274.0,309.0,167812.0,,
1,2,16,-1,bridge-e1000,1,8,update,175.17152999645012,270.0,306.0,169020.0,,
2,2,16,-1,bridge-e1000,1,8,overall,,,,,61017.0,5520.297621974204
0,2,16,-1,bridge-e1000,1,9,read,182.32948916315834,280.0,330.0,166746.0,,
1,2,16,-1,bridge-e1000,1,9,update,178.45017316905404,277.0,333.0,165734.0,,
2,2,16,-1,bridge-e1000,1,9,overall,,,,,61015.0,5449.151847906252
0,2,16,-1,bridge-e1000,1,10,read,180.50151537529908,278.0,308.0,169265.0,,
1,2,16,-1,bridge-e1000,1,10,update,174.603980513308,274.0,303.0,168320.0,,
2,2,16,-1,bridge-e1000,1,10,overall,,,,,61019.0,5532.457103525132
0,2,16,-1,bridge-e1000,1,11,read,186.9469904198815,279.0,308.0,163046.0,,
1,2,16,-1,bridge-e1000,1,11,update,181.36555865270086,276.0,304.0,162874.0,,
2,2,16,-1,bridge-e1000,1,11,overall,,,,,61021.0,5341.112076170499
0,2,16,-1,bridge-e1000,1,12,read,189.3455366850373,280.0,315.0,160038.0,,
1,2,16,-1,bridge-e1000,1,12,update,184.49746847267633,276.0,313.0,160575.0,,
2,2,16,-1,bridge-e1000,1,12,overall,,,,,61025.0,5253.797623924621
0,2,16,-1,bridge-e1000,1,13,read,187.03946358506437,280.0,315.0,162859.0,,
1,2,16,-1,bridge-e1000,1,13,update,181.12414427677587,276.0,312.0,163020.0,,
2,2,16,-1,bridge-e1000,1,13,overall,,,,,61018.0,5340.702743452752
0,2,16,-1,bridge-e1000,1,14,read,176.15578992606876,274.0,301.0,172187.0,,
1,2,16,-1,bridge-e1000,1,14,update,172.3691934949713,272.0,299.0,172113.0,,
2,2,16,-1,bridge-e1000,1,14,overall,,,,,61017.0,5642.689742202992
0,2,16,-1,bridge-e1000,1,15,read,177.95913776394232,274.0,305.0,170255.0,,
1,2,16,-1,bridge-e1000,1,15,update,173.9747108387142,271.0,302.0,170666.0,,
2,2,16,-1,bridge-e1000,1,15,overall,,,,,61021.0,5586.945477786336
0,2,16,-1,bridge-e1000,1,16,read,179.76358763179383,277.0,309.0,169014.0,,
1,2,16,-1,bridge-e1000,1,16,update,174.89682066068337,274.0,305.0,169249.0,,
2,2,16,-1,bridge-e1000,1,16,overall,,,,,61027.0,5542.8416930211215
