,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,8,-1,bridge-e1000,0,1,read,174.47035595676934,264.0,300.0,175246.0,,
1,2,8,-1,bridge-e1000,0,1,update,166.89809811174942,259.0,293.0,175983.0,,
2,2,8,-1,bridge-e1000,0,1,overall,,,,,61019.0,5756.059587997182
0,2,8,-1,bridge-e1000,0,2,read,178.85490092625162,267.0,300.0,170580.0,,
1,2,8,-1,bridge-e1000,0,2,update,170.59421813556074,263.0,299.0,172159.0,,
2,2,8,-1,bridge-e1000,0,2,overall,,,,,61019.0,5616.922597879349
0,2,8,-1,bridge-e1000,0,3,read,183.98737785016286,275.0,341.0,167008.0,,
1,2,8,-1,bridge-e1000,0,3,update,175.27891001099846,270.0,338.0,166387.0,,
2,2,8,-1,bridge-e1000,0,3,overall,,,,,61017.0,5463.969057803563
0,2,8,-1,bridge-e1000,0,4,read,181.74127455472706,270.0,353.0,168043.0,,
1,2,8,-1,bridge-e1000,0,4,update,174.44810735385803,265.0,352.0,168415.0,,
2,2,8,-1,bridge-e1000,0,4,overall,,,,,61021.0,5513.806722275938
0,2,8,-1,bridge-e1000,0,5,read,181.6009686989884,272.0,331.0,167854.0,,
1,2,8,-1,bridge-e1000,0,5,update,175.92064002668764,268.0,336.0,167868.0,,
2,2,8,-1,bridge-e1000,0,5,overall,,,,,61021.0,5501.745300798086
0,2,8,-1,bridge-e1000,0,6,read,176.3655628910563,266.0,322.0,173888.0,,
1,2,8,-1,bridge-e1000,0,6,update,169.53860892114983,261.0,320.0,172758.0,,
2,2,8,-1,bridge-e1000,0,6,overall,,,,,61022.0,5680.672544328275
0,2,8,-1,bridge-e1000,0,7,read,177.17433005368787,267.0,342.0,173596.0,,
1,2,8,-1,bridge-e1000,0,7,update,168.2309815401849,261.0,329.0,173187.0,,
2,2,8,-1,bridge-e1000,0,7,overall,,,,,61013.0,5683.755920869323
0,2,8,-1,bridge-e1000,0,8,read,162.53850825462274,259.0,294.0,187713.0,,
1,2,8,-1,bridge-e1000,0,8,update,157.0884289746002,255.0,292.0,187088.0,,
2,2,8,-1,bridge-e1000,0,8,overall,,,,,61018.0,6142.466157527287
