,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,64,-1,vmux-med,1,1,read,496.0368971244342,3571.0,4299.0,61414.0,,
1,2,64,-1,vmux-med,1,1,update,483.09513810895714,3545.0,4279.0,61437.0,,
2,2,64,-1,vmux-med,1,1,overall,,,,,61014.0,2013.4887075097517
0,2,64,-1,vmux-med,1,2,read,504.3058203880259,3529.0,4303.0,59996.0,,
1,2,64,-1,vmux-med,1,2,update,498.74011064085045,3569.0,4303.0,60014.0,,
2,2,64,-1,vmux-med,1,2,overall,,,,,61018.0,1966.7966829460158
0,2,64,-1,vmux-med,1,3,read,517.5121505358311,3647.0,4299.0,59627.0,,
1,2,64,-1,vmux-med,1,3,update,492.7357264038433,3585.0,4295.0,59533.0,,
2,2,64,-1,vmux-med,1,3,overall,,,,,61022.0,1952.7383566582544
0,2,64,-1,vmux-med,1,4,read,486.3053272300701,3601.0,4319.0,60951.0,,
1,2,64,-1,vmux-med,1,4,update,501.28429635462805,3597.0,4327.0,60954.0,,
2,2,64,-1,vmux-med,1,4,overall,,,,,61032.0,1997.3948092803776
0,2,64,-1,vmux-med,1,5,read,499.72191696684985,3579.0,4311.0,60241.0,,
1,2,64,-1,vmux-med,1,5,update,494.4055896947192,3505.0,4311.0,60862.0,,
2,2,64,-1,vmux-med,1,5,overall,,,,,61020.0,1984.6443788921665
0,2,64,-1,vmux-med,1,6,read,501.97425026191723,3507.0,4303.0,61088.0,,
1,2,64,-1,vmux-med,1,6,update,479.9982586902747,3441.0,4295.0,61448.0,,
2,2,64,-1,vmux-med,1,6,overall,,,,,61031.0,2007.7665448706396
0,2,64,-1,vmux-med,1,7,read,497.5549712884702,3553.0,4315.0,61996.0,,
1,2,64,-1,vmux-med,1,7,update,471.3510941042172,3473.0,4291.0,62197.0,,
2,2,64,-1,vmux-med,1,7,overall,,,,,61025.0,2035.1167554281033
