,repetitions,num_vms,rps,interface,repetition,vm_number,op,avg_us,95th_us,99th_us,ops,runtime,ops_per_sec
0,2,4,-1,bridge-e1000,0,1,read,169.00204302098433,273.0,293.0,178657.0,,
1,2,4,-1,bridge-e1000,0,1,update,168.1521085950404,271.0,292.0,177393.0,,
2,2,4,-1,bridge-e1000,0,1,overall,,,,,61010.0,5835.928536305523
0,2,4,-1,bridge-e1000,0,2,read,164.56086159137539,272.0,293.0,183753.0,,
1,2,4,-1,bridge-e1000,0,2,update,163.0338181161838,270.0,293.0,182831.0,,
2,2,4,-1,bridge-e1000,0,2,overall,,,,,61016.0,6007.99790218959
0,2,4,-1,bridge-e1000,0,3,read,150.4218647848805,257.0,289.0,200377.0,,
1,2,4,-1,bridge-e1000,0,3,update,149.11849033206494,256.0,289.0,199991.0,,
2,2,4,-1,bridge-e1000,0,3,overall,,,,,61017.0,6561.581198682335
0,2,4,-1,bridge-e1000,0,4,read,149.42485192988036,254.0,289.0,201256.0,,
1,2,4,-1,bridge-e1000,0,4,update,148.19581266124231,253.0,287.0,201560.0,,
2,2,4,-1,bridge-e1000,0,4,overall,,,,,61016.0,6601.809361478956
