   repetitions  num_vms  interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets   txMpps  rxMppsCalc
0            3       64  vmux-dpdk  software-tap  40000           2       1    1848504  2026584913  33.2726    0.030349
0            3       64  vmux-dpdk  software-tap  40000           2       2    1822021  2026584913  33.2726    0.029914
0            3       64  vmux-dpdk  software-tap  40000           2       3    1802491  2026584913  33.2726    0.029593
0            3       64  vmux-dpdk  software-tap  40000           2       4    1818408  2026584913  33.2726    0.029855
0            3       64  vmux-dpdk  software-tap  40000           2       5    1771470  2026584913  33.2726    0.029084
0            3       64  vmux-dpdk  software-tap  40000           2       6    1790606  2026584913  33.2726    0.029398
0            3       64  vmux-dpdk  software-tap  40000           2       7    1794408  2026584913  33.2726    0.029461
0            3       64  vmux-dpdk  software-tap  40000           2       8    1803673  2026584913  33.2726    0.029613
0            3       64  vmux-dpdk  software-tap  40000           2       9    1824241  2026584913  33.2726    0.029951
0            3       64  vmux-dpdk  software-tap  40000           2      10    1809842  2026584913  33.2726    0.029714
0            3       64  vmux-dpdk  software-tap  40000           2      11    1796046  2026584913  33.2726    0.029488
0            3       64  vmux-dpdk  software-tap  40000           2      12    1823642  2026584913  33.2726    0.029941
0            3       64  vmux-dpdk  software-tap  40000           2      13    1785999  2026584913  33.2726    0.029323
0            3       64  vmux-dpdk  software-tap  40000           2      14    1749995  2026584913  33.2726    0.028732
0            3       64  vmux-dpdk  software-tap  40000           2      15    1790392  2026584913  33.2726    0.029395
0            3       64  vmux-dpdk  software-tap  40000           2      16    1797775  2026584913  33.2726    0.029516
0            3       64  vmux-dpdk  software-tap  40000           2      17    3497729  2026584913  33.2726    0.057426
0            3       64  vmux-dpdk  software-tap  40000           2      18    3513068  2026584913  33.2726    0.057678
0            3       64  vmux-dpdk  software-tap  40000           2      19    3486684  2026584913  33.2726    0.057245
0            3       64  vmux-dpdk  software-tap  40000           2      20    3516083  2026584913  33.2726    0.057727
0            3       64  vmux-dpdk  software-tap  40000           2      21    3450203  2026584913  33.2726    0.056646
0            3       64  vmux-dpdk  software-tap  40000           2      22    3455507  2026584913  33.2726    0.056733
0            3       64  vmux-dpdk  software-tap  40000           2      23    3496722  2026584913  33.2726    0.057409
0            3       64  vmux-dpdk  software-tap  40000           2      24    3332634  2026584913  33.2726    0.054715
0            3       64  vmux-dpdk  software-tap  40000           2      25    3549105  2026584913  33.2726    0.058269
0            3       64  vmux-dpdk  software-tap  40000           2      26    3531349  2026584913  33.2726    0.057978
0            3       64  vmux-dpdk  software-tap  40000           2      27    3355561  2026584913  33.2726    0.055092
0            3       64  vmux-dpdk  software-tap  40000           2      28    3476913  2026584913  33.2726    0.057084
0            3       64  vmux-dpdk  software-tap  40000           2      29    3465119  2026584913  33.2726    0.056891
