   repetitions  num_vms  interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets    txMpps  rxMppsCalc
0            3       32  vmux-dpdk  software-tap  40000           1       1    3824600  1943654777  31.90243    0.062776
0            3       32  vmux-dpdk  software-tap  40000           1       2    3824031  1943654777  31.90243    0.062766
0            3       32  vmux-dpdk  software-tap  40000           1       3    3818116  1943654777  31.90243    0.062669
0            3       32  vmux-dpdk  software-tap  40000           1       4    3815056  1943654777  31.90243    0.062619
0            3       32  vmux-dpdk  software-tap  40000           1       5    3744114  1943654777  31.90243    0.061455
0            3       32  vmux-dpdk  software-tap  40000           1       6    3749172  1943654777  31.90243    0.061538
0            3       32  vmux-dpdk  software-tap  40000           1       7    3740737  1943654777  31.90243    0.061399
0            3       32  vmux-dpdk  software-tap  40000           1       8    3755762  1943654777  31.90243    0.061646
0            3       32  vmux-dpdk  software-tap  40000           1       9    4437409  1943654777  31.90243    0.072834
0            3       32  vmux-dpdk  software-tap  40000           1      10    4346110  1943654777  31.90243    0.071335
0            3       32  vmux-dpdk  software-tap  40000           1      11    4408463  1943654777  31.90243    0.072359
0            3       32  vmux-dpdk  software-tap  40000           1      12    4426757  1943654777  31.90243    0.072659
0            3       32  vmux-dpdk  software-tap  40000           1      13    4334403  1943654777  31.90243    0.071143
0            3       32  vmux-dpdk  software-tap  40000           1      14    4312523  1943654777  31.90243    0.070784
0            3       32  vmux-dpdk  software-tap  40000           1      15    4322093  1943654777  31.90243    0.070941
0            3       32  vmux-dpdk  software-tap  40000           1      16    4241877  1943654777  31.90243    0.069625
0            3       32  vmux-dpdk  software-tap  40000           1      17    4456908  1943654777  31.90243    0.073154
0            3       32  vmux-dpdk  software-tap  40000           1      18    4400615  1943654777  31.90243    0.072230
0            3       32  vmux-dpdk  software-tap  40000           1      19    4360461  1943654777  31.90243    0.071571
0            3       32  vmux-dpdk  software-tap  40000           1      20    4405492  1943654777  31.90243    0.072310
0            3       32  vmux-dpdk  software-tap  40000           1      21    4346534  1943654777  31.90243    0.071342
0            3       32  vmux-dpdk  software-tap  40000           1      22    4233001  1943654777  31.90243    0.069479
0            3       32  vmux-dpdk  software-tap  40000           1      23    4301160  1943654777  31.90243    0.070598
0            3       32  vmux-dpdk  software-tap  40000           1      24    3908066  1943654777  31.90243    0.064146
0            3       32  vmux-dpdk  software-tap  40000           1      25    3825337  1943654777  31.90243    0.062788
0            3       32  vmux-dpdk  software-tap  40000           1      26    3809305  1943654777  31.90243    0.062525
0            3       32  vmux-dpdk  software-tap  40000           1      27    3548285  1943654777  31.90243    0.058240
0            3       32  vmux-dpdk  software-tap  40000           1      28    3800871  1943654777  31.90243    0.062386
0            3       32  vmux-dpdk  software-tap  40000           1      29    3765186  1943654777  31.90243    0.061800
0            3       32  vmux-dpdk  software-tap  40000           1      30    3471620  1943654777  31.90243    0.056982
0            3       32  vmux-dpdk  software-tap  40000           1      31    3764689  1943654777  31.90243    0.061792
0            3       32  vmux-dpdk  software-tap  40000           1      32    3782264  1943654777  31.90243    0.062081
