   repetitions  num_vms  interface     fastclick   rate  repetition  vm_num  rxPackets   txPackets     txMpps  rxMppsCalc
0            3       16  vmux-dpdk  software-tap  40000           0       1    3333543  1942020072  31.879285    0.054722
0            3       16  vmux-dpdk  software-tap  40000           0       2    3350315  1942020072  31.879285    0.054997
0            3       16  vmux-dpdk  software-tap  40000           0       3    3332968  1942020072  31.879285    0.054712
0            3       16  vmux-dpdk  software-tap  40000           0       4    3346826  1942020072  31.879285    0.054940
0            3       16  vmux-dpdk  software-tap  40000           0       5    3378685  1942020072  31.879285    0.055463
0            3       16  vmux-dpdk  software-tap  40000           0       6    3343443  1942020072  31.879285    0.054884
0            3       16  vmux-dpdk  software-tap  40000           0       7    3381469  1942020072  31.879285    0.055509
0            3       16  vmux-dpdk  software-tap  40000           0       8    3334115  1942020072  31.879285    0.054731
0            3       16  vmux-dpdk  software-tap  40000           0       9    3428831  1942020072  31.879285    0.056286
0            3       16  vmux-dpdk  software-tap  40000           0      10    3377799  1942020072  31.879285    0.055448
0            3       16  vmux-dpdk  software-tap  40000           0      11    3363869  1942020072  31.879285    0.055220
0            3       16  vmux-dpdk  software-tap  40000           0      12    3387254  1942020072  31.879285    0.055604
0            3       16  vmux-dpdk  software-tap  40000           0      13    3399627  1942020072  31.879285    0.055807
0            3       16  vmux-dpdk  software-tap  40000           0      14    3448364  1942020072  31.879285    0.056607
0            3       16  vmux-dpdk  software-tap  40000           0      15    3381033  1942020072  31.879285    0.055501
0            3       16  vmux-dpdk  software-tap  40000           0      16    3488250  1942020072  31.879285    0.057261
